Url,PathIdentifier,PropertyId,Price,Unit,Street,City,State,Postcode,SoldDate,Bed,Bath,Parking,Type
https://www.domain.com.au/1-hollidays-road-summertown-sa-5141-2018171860,1-hollidays-road-summertown-sa-5141-2018171860,2018171860,1351000,1,"""Hollidays Road""",SUMMERTOWN,SA,5141,15-Dec-22,5,3,2,house
https://www.domain.com.au/16-samwell-road-summertown-sa-5141-2017409810,16-samwell-road-summertown-sa-5141-2017409810,2017409810,1150000,16,"""Samwell Road""",SUMMERTOWN,SA,5141,30-Nov-22,4,3,0,house
https://www.domain.com.au/34-ridge-road-summertown-sa-5141-2017962697,34-ridge-road-summertown-sa-5141-2017962697,2017962697,2200000,34,"""Ridge Road""",SUMMERTOWN,SA,5141,21-Sep-22,3,2,2,house
https://www.domain.com.au/412a-old-norton-summit-road-adj-norton-summit-horsnell-gully-sa-5141-2018037242,412a-old-norton-summit-road-adj-norton-summit-horsnell-gully-sa-5141-2018037242,2018037242,670000,412A,"""Old Norton Summit Road adj Norton Summit""",HORSNELL GULLY,SA,5141,16-Sep-22,0,0,0,
https://www.domain.com.au/47-percival-road-summertown-sa-5141-2017634339,47-percival-road-summertown-sa-5141-2017634339,2017634339,30000,47,"""Percival Road""",SUMMERTOWN,SA,5141,9-May-22,0,0,0,
https://www.domain.com.au/554-piccadilly-road-summertown-sa-5141-2017550676,554-piccadilly-road-summertown-sa-5141-2017550676,2017550676,2000000,554,"""Piccadilly Road""",SUMMERTOWN,SA,5141,19-Apr-22,4,2,0,house
https://www.domain.com.au/16-hollidays-road-summertown-sa-5141-2017458274,16-hollidays-road-summertown-sa-5141-2017458274,2017458274,860000,16,"""Hollidays Road""",SUMMERTOWN,SA,5141,7-Dec-21,4,2,0,house
https://www.domain.com.au/38-woodshill-road-summertown-sa-5141-2017209868,38-woodshill-road-summertown-sa-5141-2017209868,2017209868,1440000,38,"""Woodshill Road""",SUMMERTOWN,SA,5141,1-Nov-21,0,0,0,
https://www.domain.com.au/12-bonython-road-summertown-sa-5141-2017286465,12-bonython-road-summertown-sa-5141-2017286465,2017286465,1350000,12,"""Bonython Road""",SUMMERTOWN,SA,5141,15-Oct-21,0,0,0,
https://www.domain.com.au/23-percival-road-summertown-sa-5141-2017268724,23-percival-road-summertown-sa-5141-2017268724,2017268724,900000,23,"""Percival Road""",SUMMERTOWN,SA,5141,8-Oct-21,3,2,3,house
https://www.domain.com.au/558-mount-lofty-summit-road-summertown-sa-5141-2017034107,558-mount-lofty-summit-road-summertown-sa-5141-2017034107,2017034107,1875000,558,"""Mount Lofty Summit Road""",SUMMERTOWN,SA,5141,8-Sep-21,0,0,0,
https://www.domain.com.au/92-ridge-road-summertown-sa-5141-2017047230,92-ridge-road-summertown-sa-5141-2017047230,2017047230,905000,92,"""Ridge Road""",SUMMERTOWN,SA,5141,1-Sep-21,0,0,0,
https://www.domain.com.au/105-woodshill-road-summertown-sa-5141-2016886424,105-woodshill-road-summertown-sa-5141-2016886424,2016886424,970000,105,"""Woodshill Road""",SUMMERTOWN,SA,5141,30-Apr-21,4,3,9,house
https://www.domain.com.au/51-smokes-hill-road-summertown-sa-5141-2016599493,51-smokes-hill-road-summertown-sa-5141-2016599493,2016599493,1350000,51,"""Smokes Hill Road""",SUMMERTOWN,SA,5141,7-Dec-20,0,0,0,
https://www.domain.com.au/560-piccadilly-road-summertown-sa-5141-2016331464,560-piccadilly-road-summertown-sa-5141-2016331464,2016331464,600000,560,"""Piccadilly Road""",SUMMERTOWN,SA,5141,25-Sep-20,3,1,2,house
https://www.domain.com.au/6-hollidays-road-summertown-sa-5141-2016422560,6-hollidays-road-summertown-sa-5141-2016422560,2016422560,722500,6,"""Hollidays Road""",SUMMERTOWN,SA,5141,25-Sep-20,4,2,2,house
https://www.domain.com.au/1116-greenhill-road-summertown-sa-5141-2016308512,1116-greenhill-road-summertown-sa-5141-2016308512,2016308512,495000,1116,"""Greenhill Road""",SUMMERTOWN,SA,5141,28-Jul-20,3,1,4,house
https://www.domain.com.au/562-piccadilly-road-summertown-sa-5141-2016317364,562-piccadilly-road-summertown-sa-5141-2016317364,2016317364,365000,562,"""Piccadilly Road""",SUMMERTOWN,SA,5141,24-Jul-20,0,0,0,
https://www.domain.com.au/2-squiers-court-summertown-sa-5141-2016231037,2-squiers-court-summertown-sa-5141-2016231037,2016231037,700000,2,"""Squiers Court""",SUMMERTOWN,SA,5141,25-Jun-20,3,2,3,house
https://www.domain.com.au/11-bickles-road-summertown-sa-5141-2015833242,11-bickles-road-summertown-sa-5141-2015833242,2015833242,1283000,11,"""Bickles Road""",SUMMERTOWN,SA,5141,13-Feb-20,5,3,2,house
https://www.domain.com.au/5-anya-crescent-summertown-sa-5141-2015706608,5-anya-crescent-summertown-sa-5141-2015706608,2015706608,761000,5,"""Anya Crescent""",SUMMERTOWN,SA,5141,19-Dec-19,4,2,2,house
https://www.domain.com.au/545-piccadilly-road-summertown-sa-5141-2015714128,545-piccadilly-road-summertown-sa-5141-2015714128,2015714128,910000,545,"""Piccadilly Road""",SUMMERTOWN,SA,5141,15-Nov-19,5,3,8,house
https://www.domain.com.au/8-hollidays-road-summertown-sa-5141-2015293589,8-hollidays-road-summertown-sa-5141-2015293589,2015293589,530000,8,"""Hollidays Road""",SUMMERTOWN,SA,5141,8-Aug-19,4,1,4,house
https://www.domain.com.au/580-piccadilly-road-summertown-sa-5141-2014832650,580-piccadilly-road-summertown-sa-5141-2014832650,2014832650,910000,580,"""Piccadilly Road""",SUMMERTOWN,SA,5141,12-Mar-19,5,2,2,house
https://www.domain.com.au/92-ridge-road-summertown-sa-5141-2014780165,92-ridge-road-summertown-sa-5141-2014780165,2014780165,605000,92,"""Ridge Road""",SUMMERTOWN,SA,5141,12-Feb-19,3,2,2,house
https://www.domain.com.au/9-hollidays-road-summertown-sa-5141-2014822558,9-hollidays-road-summertown-sa-5141-2014822558,2014822558,720000,9,"""Hollidays Road""",SUMMERTOWN,SA,5141,16-Jan-19,4,2,3,house
https://www.domain.com.au/1018-greenhill-road-summertown-sa-5141-2014755551,1018-greenhill-road-summertown-sa-5141-2014755551,2014755551,786000,1018,"""Greenhill Road""",SUMMERTOWN,SA,5141,21-Dec-18,4,2,6,house
https://www.domain.com.au/13-tregarthen-road-summertown-sa-5141-2014724459,13-tregarthen-road-summertown-sa-5141-2014724459,2014724459,702112,13,"""Tregarthen Road""",SUMMERTOWN,SA,5141,30-Nov-18,4,2,2,house
https://www.domain.com.au/81a-ridge-road-summertown-sa-5141-2013997062,81a-ridge-road-summertown-sa-5141-2013997062,2013997062,700000,81A,"""Ridge Road""",SUMMERTOWN,SA,5141,20-Oct-18,0,0,0,
https://www.domain.com.au/90-tregarthen-road-summertown-sa-5141-2014411493,90-tregarthen-road-summertown-sa-5141-2014411493,2014411493,1020000,90,"""Tregarthen Road""",SUMMERTOWN,SA,5141,23-Aug-18,3,1,2,house
https://www.domain.com.au/1114-greenhill-road-summertown-sa-5141-2014065070,1114-greenhill-road-summertown-sa-5141-2014065070,2014065070,566000,1114,"""Greenhill Road""",SUMMERTOWN,SA,5141,6-Jul-18,3,2,1,house
https://www.domain.com.au/6-anya-crescent-summertown-sa-5141-2014305327,6-anya-crescent-summertown-sa-5141-2014305327,2014305327,790000,6,"""Anya Crescent""",SUMMERTOWN,SA,5141,20-Jun-18,5,2,2,house
https://www.domain.com.au/64-tregarthen-rd-summertown-sa-5141-2014229540,64-tregarthen-rd-summertown-sa-5141-2014229540,2014229540,825000,64,"""Tregarthen Rd""",SUMMERTOWN,SA,5141,24-May-18,5,2,0,house
https://www.domain.com.au/41-woodshill-road-summertown-sa-5141-2013987955,41-woodshill-road-summertown-sa-5141-2013987955,2013987955,835000,41,"""Woodshill Road""",SUMMERTOWN,SA,5141,15-Feb-18,4,2,4,house
https://www.domain.com.au/lot-16-piccadilly-road-summertown-sa-5141-2013279262,lot-16-piccadilly-road-summertown-sa-5141-2013279262,2013279262,265000,Lot,"""16 Piccadilly Road""",SUMMERTOWN,SA,5141,6-Feb-18,0,0,0,
https://www.domain.com.au/51-smokes-hill-road-summertown-sa-5141-2014030867,51-smokes-hill-road-summertown-sa-5141-2014030867,2014030867,1117500,51,"""Smokes Hill Road""",SUMMERTOWN,SA,5141,22-Jan-18,4,2,6,house
https://www.domain.com.au/1087-greenhill-road-summertown-sa-5141-2013979756,1087-greenhill-road-summertown-sa-5141-2013979756,2013979756,570000,1087,"""Greenhill Road""",SUMMERTOWN,SA,5141,19-Dec-17,4,1,0,house
https://www.domain.com.au/3-cummins-drive-summertown-sa-5141-2013832122,3-cummins-drive-summertown-sa-5141-2013832122,2013832122,576000,3,"""Cummins Drive""",SUMMERTOWN,SA,5141,12-Oct-17,4,2,1,house
https://www.domain.com.au/91-tregarthen-road-summertown-sa-5141-2013642642,91-tregarthen-road-summertown-sa-5141-2013642642,2013642642,491000,91,"""Tregarthen Road""",SUMMERTOWN,SA,5141,4-Aug-17,3,1,2,house
https://www.domain.com.au/16-hollidays-road-summertown-sa-5141-2013547795,16-hollidays-road-summertown-sa-5141-2013547795,2013547795,550000,16,"""Hollidays Road""",SUMMERTOWN,SA,5141,14-Jun-17,4,2,2,house
https://www.domain.com.au/1094-greenhill-road-summertown-sa-5141-2013495118,1094-greenhill-road-summertown-sa-5141-2013495118,2013495118,581000,1094,"""Greenhill Road""",SUMMERTOWN,SA,5141,13-Jun-17,3,1,2,house
https://www.domain.com.au/15-smokes-hill-road-summertown-sa-5141-2013197172,15-smokes-hill-road-summertown-sa-5141-2013197172,2013197172,680000,15,"""Smokes Hill Road""",SUMMERTOWN,SA,5141,28-Feb-17,3,2,3,house
https://www.domain.com.au/34-ridge-road-summertown-sa-5141-2013092491,34-ridge-road-summertown-sa-5141-2013092491,2013092491,750000,34,"""Ridge Road""",SUMMERTOWN,SA,5141,14-Feb-17,0,0,0,
https://www.domain.com.au/15-woods-hill-road-summertown-sa-5141-2013038367,15-woods-hill-road-summertown-sa-5141-2013038367,2013038367,770000,15,"""Woods Hill Road""",SUMMERTOWN,SA,5141,30-Oct-16,4,2,4,house
https://www.domain.com.au/8-tregarthen-road-summertown-sa-5141-2013003361,8-tregarthen-road-summertown-sa-5141-2013003361,2013003361,550000,8,"""Tregarthen Road""",SUMMERTOWN,SA,5141,24-Oct-16,4,2,2,house
https://www.domain.com.au/42-cranwell-road-summertown-sa-5141-2012625014,42-cranwell-road-summertown-sa-5141-2012625014,2012625014,149600,42,"""Cranwell Road""",SUMMERTOWN,SA,5141,8-Jun-16,0,0,0,
https://www.domain.com.au/17-cummins-drive-summertown-sa-5141-2012786562,17-cummins-drive-summertown-sa-5141-2012786562,2012786562,590000,17,"""Cummins Drive""",SUMMERTOWN,SA,5141,3-Jun-16,3,2,2,house
https://www.domain.com.au/25-hollidays-road-summertown-sa-5141-2012279794,25-hollidays-road-summertown-sa-5141-2012279794,2012279794,1200000,25,"""Hollidays Road""",SUMMERTOWN,SA,5141,19-Apr-16,0,0,0,
https://www.domain.com.au/75-tregarthen-road-summertown-sa-5141-2012508182,75-tregarthen-road-summertown-sa-5141-2012508182,2012508182,950000,75,"""Tregarthen Road""",SUMMERTOWN,SA,5141,14-Apr-16,4,2,10,house
https://www.domain.com.au/lot-14-drivers-road-summertown-sa-5141-2011806112,lot-14-drivers-road-summertown-sa-5141-2011806112,2011806112,240000,Lot,"""14 Drivers Road""",SUMMERTOWN,SA,5141,23-Mar-16,0,0,0,
https://www.domain.com.au/16-hollidays-road-summertown-sa-5141-2012437249,16-hollidays-road-summertown-sa-5141-2012437249,2012437249,505000,16,"""Hollidays Road""",SUMMERTOWN,SA,5141,12-Feb-16,4,2,3,house
https://www.domain.com.au/lot-16-piccadilly-road-summertown-sa-5141-2011806149,lot-16-piccadilly-road-summertown-sa-5141-2011806149,2011806149,280000,Lot,"""16 Piccadilly Road""",SUMMERTOWN,SA,5141,11-Dec-15,0,0,0,
https://www.domain.com.au/l162-piccadilly-road-summertown-sa-5141-2012066793,l162-piccadilly-road-summertown-sa-5141-2012066793,2012066793,295000,L162,"""Piccadilly Road""",SUMMERTOWN,SA,5141,1-Oct-15,0,0,0,
https://www.domain.com.au/23-hollidays-road-summertown-sa-5141-2011589283,23-hollidays-road-summertown-sa-5141-2011589283,2011589283,1060000,23,"""Hollidays Road""",SUMMERTOWN,SA,5141,31-Mar-15,4,2,6,house
https://www.domain.com.au/48-drivers-road-summertown-sa-5141-2011697111,48-drivers-road-summertown-sa-5141-2011697111,2011697111,712500,48,"""Drivers Road""",SUMMERTOWN,SA,5141,10-Feb-15,4,2,4,house
https://www.domain.com.au/18-tregarthen-rd-summertown-sa-5141-2011493757,18-tregarthen-rd-summertown-sa-5141-2011493757,2011493757,410000,18,"""Tregarthen Rd""",SUMMERTOWN,SA,5141,16-Dec-14,3,1,2,house
https://www.domain.com.au/26-cummins-drive-summertown-sa-5141-2010320845,26-cummins-drive-summertown-sa-5141-2010320845,2010320845,708000,26,"""Cummins Drive""",SUMMERTOWN,SA,5141,1-Apr-14,5,3,2,house
https://www.domain.com.au/lot-37-smokes-hills-rd-summertown-sa-5141-2010958338,lot-37-smokes-hills-rd-summertown-sa-5141-2010958338,2010958338,602000,lot,"""37 Smokes Hills Rd""",SUMMERTOWN,SA,5141,21-Mar-14,3,1,2,house
https://www.domain.com.au/1035-greenhill-road-summertown-sa-5141-2010696849,1035-greenhill-road-summertown-sa-5141-2010696849,2010696849,680000,1035,"""Greenhill Road""",SUMMERTOWN,SA,5141,13-Mar-14,3,2,2,house
https://www.domain.com.au/569-piccadilly-road-summertown-sa-5141-2010688682,569-piccadilly-road-summertown-sa-5141-2010688682,2010688682,650000,569,"""Piccadilly Road""",SUMMERTOWN,SA,5141,18-Oct-13,3,2,3,house
https://www.domain.com.au/19-tregarthen-rd-summertown-sa-5141-2009888012,19-tregarthen-rd-summertown-sa-5141-2009888012,2009888012,350000,19,"""Tregarthen Rd""",SUMMERTOWN,SA,5141,12-Sep-12,3,1,1,house
https://www.domain.com.au/82-bonython-road-summertown-sa-5141-2009618488,82-bonython-road-summertown-sa-5141-2009618488,2009618488,800000,82,"""Bonython Road""",SUMMERTOWN,SA,5141,12-Jun-12,3,1,0,house
https://www.domain.com.au/1067-greenhill-road-summertown-sa-5141-2009395735,1067-greenhill-road-summertown-sa-5141-2009395735,2009395735,520000,1067,"""Greenhill Road""",SUMMERTOWN,SA,5141,30-May-12,3,2,2,house
https://www.domain.com.au/1027-greenhill-road-summertown-sa-5141-2008488718,1027-greenhill-road-summertown-sa-5141-2008488718,2008488718,505000,1027,"""Greenhill Road""",SUMMERTOWN,SA,5141,8-Nov-10,2,1,2,house
https://www.domain.com.au/38-rehn-road-houghton-sa-5131-2019672708,38-rehn-road-houghton-sa-5131-2019672708,2019672708,880000,38,"""Rehn Road""",HOUGHTON,SA,5131,23-Dec-24,3,1,10,house
https://www.domain.com.au/19-23-blackhill-road-houghton-sa-5131-2019574549,19-23-blackhill-road-houghton-sa-5131-2019574549,2019574549,1915000,19-23,"""Blackhill Road""",HOUGHTON,SA,5131,25-Nov-24,3,1,15,house
https://www.domain.com.au/49-range-road-south-houghton-sa-5131-2019464213,49-range-road-south-houghton-sa-5131-2019464213,2019464213,1190000,49,"""Range Road South""",HOUGHTON,SA,5131,11-Oct-24,4,2,4,house
https://www.domain.com.au/100a-range-road-south-houghton-sa-5131-2019472166,100a-range-road-south-houghton-sa-5131-2019472166,2019472166,1028000,100A,"""Range Road South""",HOUGHTON,SA,5131,29-Sep-24,4,2,2,house
https://www.domain.com.au/3-elizabeth-street-houghton-sa-5131-2018934026,3-elizabeth-street-houghton-sa-5131-2018934026,2018934026,1800000,3,"""Elizabeth Street""",HOUGHTON,SA,5131,24-Jun-24,6,4,10,house
https://www.domain.com.au/1359-lower-north-east-road-houghton-sa-5131-2019079153,1359-lower-north-east-road-houghton-sa-5131-2019079153,2019079153,1345000,1359,"""Lower North East Road""",HOUGHTON,SA,5131,21-Mar-24,6,2,7,house
https://www.domain.com.au/355-range-road-north-upper-hermitage-sa-5131-2018849040,355-range-road-north-upper-hermitage-sa-5131-2018849040,2018849040,1025000,355,"""Range Road North""",UPPER HERMITAGE,SA,5131,16-Feb-24,0,0,0,
https://www.domain.com.au/17-range-road-south-houghton-sa-5131-2018978678,17-range-road-south-houghton-sa-5131-2018978678,2018978678,1185000,17,"""Range Road South""",HOUGHTON,SA,5131,15-Feb-24,5,2,4,house
https://www.domain.com.au/117f-range-road-north-upper-hermitage-sa-5131-2018853153,117f-range-road-north-upper-hermitage-sa-5131-2018853153,2018853153,2950000,117F,"""Range Road North""",UPPER HERMITAGE,SA,5131,15-Dec-23,5,3,8,house
https://www.domain.com.au/79-warner-road-upper-hermitage-sa-5131-2018335718,79-warner-road-upper-hermitage-sa-5131-2018335718,2018335718,770000,79,"""Warner Road""",UPPER HERMITAGE,SA,5131,12-May-23,0,0,0,
https://www.domain.com.au/1872-north-east-road-houghton-sa-5131-2018409062,1872-north-east-road-houghton-sa-5131-2018409062,2018409062,1150080,1872,"""North East Road""",HOUGHTON,SA,5131,3-Apr-23,5,3,4,house
https://www.domain.com.au/31-range-road-south-houghton-sa-5131-2018231235,31-range-road-south-houghton-sa-5131-2018231235,2018231235,725000,31,"""Range Road South""",HOUGHTON,SA,5131,6-Feb-23,3,2,2,house
https://www.domain.com.au/516-lower-hermitage-road-lower-hermitage-sa-5131-2018159906,516-lower-hermitage-road-lower-hermitage-sa-5131-2018159906,2018159906,1300000,516,"""Lower Hermitage Road""",LOWER HERMITAGE,SA,5131,16-Dec-22,4,2,12,house
https://www.domain.com.au/1277-lower-north-east-road-houghton-sa-5131-2018231232,1277-lower-north-east-road-houghton-sa-5131-2018231232,2018231232,950000,1277,"""Lower North East Road""",HOUGHTON,SA,5131,13-Dec-22,0,0,0,
https://www.domain.com.au/17-amberdale-road-houghton-sa-5131-2017923863,17-amberdale-road-houghton-sa-5131-2017923863,2017923863,1385000,17,"""Amberdale Road""",HOUGHTON,SA,5131,1-Aug-22,5,2,24,house
https://www.domain.com.au/3-william-street-houghton-sa-5131-2017751081,3-william-street-houghton-sa-5131-2017751081,2017751081,888000,3,"""William Street""",HOUGHTON,SA,5131,18-Jul-22,4,2,7,house
https://www.domain.com.au/127-range-road-south-houghton-sa-5131-2017846835,127-range-road-south-houghton-sa-5131-2017846835,2017846835,1000000,127,"""Range Road South""",HOUGHTON,SA,5131,29-Jun-22,0,0,0,
https://www.domain.com.au/55-murphy-road-houghton-sa-5131-2017688051,55-murphy-road-houghton-sa-5131-2017688051,2017688051,1300000,55,"""Murphy Road""",HOUGHTON,SA,5131,28-Jun-22,3,2,3,house
https://www.domain.com.au/437-lower-hermitage-road-lower-hermitage-sa-5131-2017707914,437-lower-hermitage-road-lower-hermitage-sa-5131-2017707914,2017707914,1000000,437,"""Lower Hermitage Road""",LOWER HERMITAGE,SA,5131,3-May-22,3,2,10,house
https://www.domain.com.au/75-amberdale-road-houghton-sa-5131-2016980573,75-amberdale-road-houghton-sa-5131-2016980573,2016980573,705000,75,"""Amberdale Road""",HOUGHTON,SA,5131,26-Mar-22,4,2,8,house
https://www.domain.com.au/198-range-road-north-upper-hermitage-sa-5131-2017496055,198-range-road-north-upper-hermitage-sa-5131-2017496055,2017496055,1350000,198,"""Range Road North""",UPPER HERMITAGE,SA,5131,25-Feb-22,4,3,8,house
https://www.domain.com.au/117d-range-road-north-upper-hermitage-sa-5131-2017419140,117d-range-road-north-upper-hermitage-sa-5131-2017419140,2017419140,1250000,117D,"""Range Road North""",UPPER HERMITAGE,SA,5131,15-Feb-22,4,2,2,house
https://www.domain.com.au/lot-20-horn-street-houghton-sa-5131-2017311719,lot-20-horn-street-houghton-sa-5131-2017311719,2017311719,650000,Lot,"""20 Horn Street""",HOUGHTON,SA,5131,8-Nov-21,0,0,6,
https://www.domain.com.au/lot-21-horn-street-houghton-sa-5131-2017311737,lot-21-horn-street-houghton-sa-5131-2017311737,2017311737,710000,Lot,"""21 Horn Street""",HOUGHTON,SA,5131,8-Nov-21,0,0,0,
https://www.domain.com.au/54-range-road-south-houghton-sa-5131-2017263826,54-range-road-south-houghton-sa-5131-2017263826,2017263826,787000,54,"""Range road south""",HOUGHTON,SA,5131,1-Nov-21,3,1,8,house
https://www.domain.com.au/1872-north-east-road-houghton-sa-5131-2016951259,1872-north-east-road-houghton-sa-5131-2016951259,2016951259,900000,1872,"""North East Road""",HOUGHTON,SA,5131,29-Oct-21,4,3,4,house
https://www.domain.com.au/258-range-road-north-upper-hermitage-sa-5131-2017301801,258-range-road-north-upper-hermitage-sa-5131-2017301801,2017301801,1800000,258,"""Range Road North""",UPPER HERMITAGE,SA,5131,19-Oct-21,5,3,4,house
https://www.domain.com.au/170-verrall-road-upper-hermitage-sa-5131-2017187999,170-verrall-road-upper-hermitage-sa-5131-2017187999,2017187999,671250,170,"""Verrall Road""",UPPER HERMITAGE,SA,5131,27-Sep-21,3,1,4,house
https://www.domain.com.au/8-william-street-houghton-sa-5131-2017033028,8-william-street-houghton-sa-5131-2017033028,2017033028,1180000,8,"""William Street""",HOUGHTON,SA,5131,29-Jun-21,7,4,6,house
https://www.domain.com.au/11b-houghton-hollow-road-houghton-sa-5131-2016890049,11b-houghton-hollow-road-houghton-sa-5131-2016890049,2016890049,917500,11b,"""Houghton Hollow Road""",HOUGHTON,SA,5131,4-Jun-21,4,3,4,house
https://www.domain.com.au/114-range-road-lower-hermitage-sa-5131-2016868302,114-range-road-lower-hermitage-sa-5131-2016868302,2016868302,1850000,114,"""RANGE ROAD""",LOWER HERMITAGE,SA,5131,28-May-21,4,2,6,house
https://www.domain.com.au/59-murphy-road-houghton-sa-5131-2016528073,59-murphy-road-houghton-sa-5131-2016528073,2016528073,820000,59,"""Murphy Road""",HOUGHTON,SA,5131,24-May-21,3,1,7,house
https://www.domain.com.au/7-blackhill-road-houghton-sa-5131-2016686648,7-blackhill-road-houghton-sa-5131-2016686648,2016686648,1505000,7,"""Blackhill Road""",HOUGHTON,SA,5131,12-May-21,5,3,3,house
https://www.domain.com.au/52-range-road-south-houghton-sa-5131-2016845536,52-range-road-south-houghton-sa-5131-2016845536,2016845536,625000,52,"""Range Road South""",HOUGHTON,SA,5131,10-May-21,3,2,3,house
https://www.domain.com.au/25-blackhill-road-houghton-sa-5131-2016700958,25-blackhill-road-houghton-sa-5131-2016700958,2016700958,670000,25,"""Blackhill Road""",HOUGHTON,SA,5131,2-Mar-21,3,1,4,house
https://www.domain.com.au/293-range-road-north-upper-hermitage-sa-5131-2016631551,293-range-road-north-upper-hermitage-sa-5131-2016631551,2016631551,695000,293,"""Range Road North""",UPPER HERMITAGE,SA,5131,1-Mar-21,3,1,1,house
https://www.domain.com.au/lot-160-1341-lower-north-east-road-houghton-sa-5131-2016076920,lot-160-1341-lower-north-east-road-houghton-sa-5131-2016076920,2016076920,370000,Lot,"""160/1341 Lower North East Road""",HOUGHTON,SA,5131,9-Feb-21,0,0,0,
https://www.domain.com.au/1301-lower-north-east-road-houghton-sa-5131-2016575675,1301-lower-north-east-road-houghton-sa-5131-2016575675,2016575675,776000,1301,"""Lower North East Road""",HOUGHTON,SA,5131,21-Dec-20,4,2,6,house
https://www.domain.com.au/11-lofty-s-lane-houghton-sa-5131-2016537406,11-lofty-s-lane-houghton-sa-5131-2016537406,2016537406,890000,11,"""Loftys Lane""",HOUGHTON,SA,5131,11-Dec-20,6,4,10,house
https://www.domain.com.au/579a-lower-hermitage-road-lower-hermitage-sa-5131-2015995525,579a-lower-hermitage-road-lower-hermitage-sa-5131-2015995525,2015995525,575000,579A,"""Lower Hermitage Road""",LOWER HERMITAGE,SA,5131,16-Oct-20,4,1,7,house
https://www.domain.com.au/1419-lower-north-east-road-houghton-sa-5131-2016275421,1419-lower-north-east-road-houghton-sa-5131-2016275421,2016275421,646000,1419,"""Lower North East Road""",HOUGHTON,SA,5131,21-Jul-20,4,1,10,house
https://www.domain.com.au/1460-lower-north-east-road-houghton-sa-5131-2016251602,1460-lower-north-east-road-houghton-sa-5131-2016251602,2016251602,1075000,1460,"""Lower North East Road""",HOUGHTON,SA,5131,1-Jul-20,4,2,2,house
https://www.domain.com.au/1862-north-east-road-houghton-sa-5131-2015991881,1862-north-east-road-houghton-sa-5131-2015991881,2015991881,664000,1862,"""North East Road""",HOUGHTON,SA,5131,1-May-20,3,2,2,house
https://www.domain.com.au/lot-1-hannaford-hump-road-upper-hermitage-sa-5131-2013943690,lot-1-hannaford-hump-road-upper-hermitage-sa-5131-2013943690,2013943690,490000,Lot,"""1 Hannaford Hump Road""",UPPER HERMITAGE,SA,5131,22-Jan-20,0,0,0,
https://www.domain.com.au/580-lower-hermitage-lower-hermitage-sa-5131-2015520132,580-lower-hermitage-lower-hermitage-sa-5131-2015520132,2015520132,940000,580,"""Lower Hermitage""",LOWER HERMITAGE,SA,5131,12-Dec-19,4,2,4,house
https://www.domain.com.au/686-lower-hermitage-road-lower-hermitage-sa-5131-2015906100,686-lower-hermitage-road-lower-hermitage-sa-5131-2015906100,2015906100,1035000,686,"""Lower Hermitage Road""",LOWER HERMITAGE,SA,5131,22-Nov-19,0,0,0,
https://www.domain.com.au/lot-36-range-road-north-upper-hermitage-sa-5131-2014077986,lot-36-range-road-north-upper-hermitage-sa-5131-2014077986,2014077986,540000,Lot,"""36 Range Road North""",UPPER HERMITAGE,SA,5131,23-Oct-19,0,0,0,
https://www.domain.com.au/20-blackhill-road-houghton-sa-5131-2015329988,20-blackhill-road-houghton-sa-5131-2015329988,2015329988,655000,20,"""Blackhill Road""",HOUGHTON,SA,5131,9-Oct-19,5,2,5,house
https://www.domain.com.au/1720-north-east-road-houghton-sa-5131-2015531477,1720-north-east-road-houghton-sa-5131-2015531477,2015531477,525000,1720,"""North East Road""",HOUGHTON,SA,5131,25-Sep-19,4,2,0,house
https://www.domain.com.au/170-verrall-road-upper-hermitage-sa-5131-2015460680,170-verrall-road-upper-hermitage-sa-5131-2015460680,2015460680,525000,170,"""Verrall Road""",UPPER HERMITAGE,SA,5131,24-Sep-19,3,1,4,house
https://www.domain.com.au/231-range-road-north-upper-hermitage-sa-5131-2014954016,231-range-road-north-upper-hermitage-sa-5131-2014954016,2014954016,1175000,231,"""Range Road North""",UPPER HERMITAGE,SA,5131,9-Aug-19,0,0,0,
https://www.domain.com.au/165-range-road-north-upper-hermitage-sa-5131-2015120312,165-range-road-north-upper-hermitage-sa-5131-2015120312,2015120312,883000,165,"""Range Road North""",UPPER HERMITAGE,SA,5131,22-May-19,4,2,4,house
https://www.domain.com.au/165-range-road-north-upper-hermitage-sa-5131-2014983320,165-range-road-north-upper-hermitage-sa-5131-2014983320,2014983320,883000,165,"""Range Road North""",UPPER HERMITAGE,SA,5131,22-May-19,4,2,4,house
https://www.domain.com.au/303b-range-road-north-upper-hermitage-sa-5131-2014834797,303b-range-road-north-upper-hermitage-sa-5131-2014834797,2014834797,650000,303B,"""Range Road North""",UPPER HERMITAGE,SA,5131,20-May-19,3,2,6,house
https://www.domain.com.au/1454-lower-north-east-road-houghton-sa-5131-2016450841,1454-lower-north-east-road-houghton-sa-5131-2016450841,2016450841,455000,1454,"""Lower North East Road""",HOUGHTON,SA,5131,7-Mar-19,3,1,4,house
https://www.domain.com.au/79-amberdale-road-houghton-sa-5131-2014848015,79-amberdale-road-houghton-sa-5131-2014848015,2014848015,760000,79,"""Amberdale Road""",HOUGHTON,SA,5131,20-Feb-19,5,2,13,house
https://www.domain.com.au/17-blackhill-road-houghton-sa-5131-2013891349,17-blackhill-road-houghton-sa-5131-2013891349,2013891349,240000,17,"""Blackhill Road""",HOUGHTON,SA,5131,14-Feb-19,1,1,0,house
