Url,PathIdentifier,PropertyId,Price,Unit,Street,City,State,Postcode,SoldDate,Bed,Bath,Parking,Type
www.realestate.com.au/sold/property-apartment-sa-adelaide-138657479,/sold/property-apartment-sa-adelaide-138657479,138657479,590000,108/143,Halifax Street,Adelaide,SA,5000,1-May-22,2,2,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-139100555,/sold/property-apartment-sa-adelaide-139100555,139100555,850000,404/26,Hurtle Square,Adelaide,SA,5000,30-Apr-22,3,2,1,Apartment
www.realestate.com.au/sold/property-townhouse-sa-adelaide-139100267,/sold/property-townhouse-sa-adelaide-139100267,139100267,813000,125,Ifould Street,Adelaide,SA,5000,29-Apr-22,3,2,2,Townhouse
www.realestate.com.au/sold/property-apartment-sa-adelaide-138701647,/sold/property-apartment-sa-adelaide-138701647,138701647,650000,302/268,Flinders Street,Adelaide,SA,5000,29-Apr-22,2,2,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-139054507,/sold/property-apartment-sa-adelaide-139054507,139054507,425000,45/31,Halifax Street,Adelaide,SA,5000,28-Apr-22,2,1,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-136486726,/sold/property-apartment-sa-adelaide-136486726,136486726,391600,101/156,Wright Street,Adelaide,SA,5000,28-Apr-22,1,1,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-139017839,/sold/property-apartment-sa-adelaide-139017839,139017839,380000,7D/17,Eden Street,Adelaide,SA,5000,28-Apr-22,2,1,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-127588150,/sold/property-apartment-sa-adelaide-127588150,127588150,290000,1003/15,Synagogue Place,Adelaide,SA,5000,28-Apr-22,2,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138567103,/sold/property-apartment-sa-adelaide-138567103,138567103,336000,303/5,Prince Court,Adelaide,SA,5000,27-Apr-22,1,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-136098846,/sold/property-apartment-sa-adelaide-136098846,136098846,345000,7/29/31,Compton Street,Adelaide,SA,5000,26-Apr-22,2,2,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-139080299,/sold/property-apartment-sa-adelaide-139080299,139080299,340000,203/421,King William Street,Adelaide,SA,5000,26-Apr-22,1,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-136393494,/sold/property-apartment-sa-adelaide-136393494,136393494,305000,1303/104,North Terrace,Adelaide,SA,5000,25-Apr-22,1,1,0,Apartment
www.realestate.com.au/sold/property-townhouse-sa-adelaide-138653415,/sold/property-townhouse-sa-adelaide-138653415,138653415,555000,20-Feb,Hurman Street,Adelaide,SA,5000,23-Apr-22,2,1,1,Townhouse
www.realestate.com.au/sold/property-unit-sa-adelaide-138992951,/sold/property-unit-sa-adelaide-138992951,138992951,325000,17/11,Davaar Place,Adelaide,SA,5000,22-Apr-22,1,1,1,Unit
www.realestate.com.au/sold/property-apartment-sa-adelaide-137387550,/sold/property-apartment-sa-adelaide-137387550,137387550,265000,810/96,North Terrace,Adelaide,SA,5000,22-Apr-22,1,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138769035,/sold/property-apartment-sa-adelaide-138769035,138769035,227500,310/9,Paxtons Walk,Adelaide,SA,5000,22-Apr-22,1,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138899443,/sold/property-apartment-sa-adelaide-138899443,138899443,795000,104/26,Hurtle Square,Adelaide,SA,5000,21-Apr-22,3,2,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138724271,/sold/property-apartment-sa-adelaide-138724271,138724271,575000,405/143,Halifax Street,Adelaide,SA,5000,21-Apr-22,2,1,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138982219,/sold/property-apartment-sa-adelaide-138982219,138982219,530000,210/293,Angas Street,Adelaide,SA,5000,21-Apr-22,2,2,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-137879842,/sold/property-apartment-sa-adelaide-137879842,137879842,450000,1003/20,Hindmarsh Square,Adelaide,SA,5000,21-Apr-22,1,1,1,Apartment
www.realestate.com.au/sold/property-unit-sa-adelaide-138940079,/sold/property-unit-sa-adelaide-138940079,138940079,529000,21/237,Wakefield Street,Adelaide,SA,5000,20-Apr-22,3,1,1,Unit
www.realestate.com.au/sold/property-apartment-sa-adelaide-138593471,/sold/property-apartment-sa-adelaide-138593471,138593471,315000,1404/102-105,North Terrace,Adelaide,SA,5000,19-Apr-22,1,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-133177054,/sold/property-apartment-sa-adelaide-133177054,133177054,284000,507/271-281,Gouger St,Adelaide,SA,5000,19-Apr-22,1,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138692195,/sold/property-apartment-sa-adelaide-138692195,138692195,605000,208/88,Frome Street,Adelaide,SA,5000,17-Apr-22,3,2,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-136013706,/sold/property-apartment-sa-adelaide-136013706,136013706,540000,1110/156,Wright Street,Adelaide,SA,5000,14-Apr-22,2,1,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-137441074,/sold/property-apartment-sa-adelaide-137441074,137441074,380000,2004/421,King William Street,Adelaide,SA,5000,14-Apr-22,1,1,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138529063,/sold/property-apartment-sa-adelaide-138529063,138529063,328000,1607/160,Grote Street,Adelaide,SA,5000,14-Apr-22,1,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138754707,/sold/property-apartment-sa-adelaide-138754707,138754707,420000,403/156,Wright Street,Adelaide,SA,5000,13-Apr-22,1,1,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138951111,/sold/property-apartment-sa-adelaide-138951111,138951111,358000,803/68,Elizabeth Street,Adelaide,SA,5000,13-Apr-22,1,1,0,Apartment
www.realestate.com.au/sold/property-townhouse-sa-adelaide-138842387,/sold/property-townhouse-sa-adelaide-138842387,138842387,720000,29-Apr,Bartels Street,Adelaide,SA,5000,12-Apr-22,3,1,2,Townhouse
www.realestate.com.au/sold/property-house-sa-adelaide-138828339,/sold/property-house-sa-adelaide-138828339,138828339,550000,34/107,Grote Street,Adelaide,SA,5000,12-Apr-22,3,1,1,House
www.realestate.com.au/sold/property-unit-sa-adelaide-138894119,/sold/property-unit-sa-adelaide-138894119,138894119,491110,7/42-56,Whitmore Square,Adelaide,SA,5000,12-Apr-22,2,1,1,Unit
www.realestate.com.au/sold/property-apartment-sa-adelaide-138774175,/sold/property-apartment-sa-adelaide-138774175,138774175,375000,1809/160,Grote Street,Adelaide,SA,5000,12-Apr-22,1,1,0,Apartment
www.realestate.com.au/sold/property-house-sa-adelaide-138896947,/sold/property-house-sa-adelaide-138896947,138896947,1034000,309,Carrington Street,Adelaide,SA,5000,11-Apr-22,2,1,3,House
www.realestate.com.au/sold/property-house-sa-adelaide-138911935,/sold/property-house-sa-adelaide-138911935,138911935,950000,173,Gilbert Street,Adelaide,SA,5000,9-Apr-22,2,1,2,House
www.realestate.com.au/sold/property-apartment-sa-adelaide-138893487,/sold/property-apartment-sa-adelaide-138893487,138893487,740000,2202/19,Frome Street,Adelaide,SA,5000,8-Apr-22,2,2,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138324998,/sold/property-apartment-sa-adelaide-138324998,138324998,675000,1905/156,Wright Street,Adelaide,SA,5000,8-Apr-22,2,2,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138949247,/sold/property-apartment-sa-adelaide-138949247,138949247,467000,201/129,Sturt Street,Adelaide,SA,5000,8-Apr-22,2,1,1,Apartment
www.realestate.com.au/sold/property-house-sa-adelaide-138734335,/sold/property-house-sa-adelaide-138734335,138734335,799000,12,Allen Place,Adelaide,SA,5000,7-Apr-22,3,1,2,House
www.realestate.com.au/sold/property-apartment-sa-adelaide-136137294,/sold/property-apartment-sa-adelaide-136137294,136137294,479000,304A-304B/250,Flinders Street,Adelaide,SA,5000,7-Apr-22,3,2,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138887863,/sold/property-apartment-sa-adelaide-138887863,138887863,475000,700/271-281,Gouger Street,Adelaide,SA,5000,7-Apr-22,2,2,1,Apartment
www.realestate.com.au/sold/property-house-sa-adelaide-138935679,/sold/property-house-sa-adelaide-138935679,138935679,960000,1/211,Gilles Street,Adelaide,SA,5000,6-Apr-22,3,2,2,House
www.realestate.com.au/sold/property-apartment-sa-adelaide-138712287,/sold/property-apartment-sa-adelaide-138712287,138712287,650000,706/156,Wright Street,Adelaide,SA,5000,6-Apr-22,2,2,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-136136806,/sold/property-apartment-sa-adelaide-136136806,136136806,275000,608/96,North Terrace,Adelaide,SA,5000,4-Apr-22,1,1,0,Apartment
www.realestate.com.au/sold/property-townhouse-sa-adelaide-138831111,/sold/property-townhouse-sa-adelaide-138831111,138831111,801000,15A,Tomsey Street,Adelaide,SA,5000,2-Apr-22,3,1,1,Townhouse
www.realestate.com.au/sold/property-townhouse-sa-adelaide-138758115,/sold/property-townhouse-sa-adelaide-138758115,138758115,705000,374,Carrington Street,Adelaide,SA,5000,2-Apr-22,3,1,1,Townhouse
www.realestate.com.au/sold/property-apartment-sa-adelaide-137700726,/sold/property-apartment-sa-adelaide-137700726,137700726,688500,1707/104,North Terrace,Adelaide,SA,5000,1-Apr-22,2,2,2,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-127775182,/sold/property-apartment-sa-adelaide-127775182,127775182,340000,1502/10,Balfours Way,Adelaide,SA,5000,30-Mar-22,1,1,1,Apartment
www.realestate.com.au/sold/property-townhouse-sa-adelaide-138321390,/sold/property-townhouse-sa-adelaide-138321390,138321390,805000,363,Angas Street,Adelaide,SA,5000,29-Mar-22,2,1,1,Townhouse
www.realestate.com.au/sold/property-unit-sa-adelaide-138448671,/sold/property-unit-sa-adelaide-138448671,138448671,211000,58/274,South Terrace,Adelaide,SA,5000,29-Mar-22,1,1,0,Unit
www.realestate.com.au/sold/property-apartment-sa-adelaide-134177802,/sold/property-apartment-sa-adelaide-134177802,134177802,220000,"218,",61 Hindmarsh Square,Adelaide,SA,5000,28-Mar-22,1,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-136289022,/sold/property-apartment-sa-adelaide-136289022,136289022,450000,702/160,Grote Street,Adelaide,SA,5000,26-Mar-22,2,2,0,Apartment
www.realestate.com.au/sold/property-house-sa-adelaide-138658799,/sold/property-house-sa-adelaide-138658799,138658799,1350000,346A,Angas Street,Adelaide,SA,5000,24-Mar-22,3,3,1,House
www.realestate.com.au/sold/property-apartment-sa-adelaide-138420171,/sold/property-apartment-sa-adelaide-138420171,138420171,319000,409/10,Balfours Way,Adelaide,SA,5000,24-Mar-22,2,1,0,Apartment
www.realestate.com.au/sold/property-townhouse-sa-adelaide-138234746,/sold/property-townhouse-sa-adelaide-138234746,138234746,780000,25,Bartels Street,Adelaide,SA,5000,23-Mar-22,3,1,2,Townhouse
www.realestate.com.au/sold/property-house-sa-adelaide-138771643,/sold/property-house-sa-adelaide-138771643,138771643,735000,13,Hobsons Place,Adelaide,SA,5000,23-Mar-22,2,2,2,House
www.realestate.com.au/sold/property-apartment-sa-adelaide-138698415,/sold/property-apartment-sa-adelaide-138698415,138698415,420000,104/33,Frew Street,Adelaide,SA,5000,23-Mar-22,2,1,0,Apartment
www.realestate.com.au/sold/property-townhouse-sa-adelaide-138669135,/sold/property-townhouse-sa-adelaide-138669135,138669135,725000,349A,Angas Street,Adelaide,SA,5000,22-Mar-22,2,1,1,Townhouse
www.realestate.com.au/sold/property-apartment-sa-adelaide-138484403,/sold/property-apartment-sa-adelaide-138484403,138484403,220500,102/10,Balfours Way,Adelaide,SA,5000,22-Mar-22,1,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-136492242,/sold/property-apartment-sa-adelaide-136492242,136492242,275000,501/61,Hindmarsh Square,Adelaide,SA,5000,21-Mar-22,2,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-137746778,/sold/property-apartment-sa-adelaide-137746778,137746778,125000,322/304,Waymouth Street,Adelaide,SA,5000,21-Mar-22,1,1,0,Apartment
www.realestate.com.au/sold/property-unit-sa-adelaide-136991134,/sold/property-unit-sa-adelaide-136991134,136991134,225000,61/274,South Terrace,Adelaide,SA,5000,20-Mar-22,1,1,0,Unit
www.realestate.com.au/sold/property-house-sa-adelaide-138689867,/sold/property-house-sa-adelaide-138689867,138689867,755000,23,Claxton Street,Adelaide,SA,5000,18-Mar-22,2,2,0,House
www.realestate.com.au/sold/property-apartment-sa-adelaide-138753055,/sold/property-apartment-sa-adelaide-138753055,138753055,127000,35/259,Gouger Street,Adelaide,SA,5000,18-Mar-22,1,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-136429334,/sold/property-apartment-sa-adelaide-136429334,136429334,515000,1101/156,Wright Street,Adelaide,SA,5000,17-Mar-22,2,1,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-137576290,/sold/property-apartment-sa-adelaide-137576290,137576290,507500,11-Oct,Daly Street,Adelaide,SA,5000,17-Mar-22,2,2,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-135971066,/sold/property-apartment-sa-adelaide-135971066,135971066,415000,1904/156,Wright Street,Adelaide,SA,5000,11-Mar-22,1,1,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138440379,/sold/property-apartment-sa-adelaide-138440379,138440379,410000,11-Oct,Royal Place,Adelaide,SA,5000,11-Mar-22,2,1,1,Apartment
www.realestate.com.au/sold/property-unit-sa-adelaide-138676851,/sold/property-unit-sa-adelaide-138676851,138676851,530500,47/9,East Terrace,Adelaide,SA,5000,10-Mar-22,2,1,1,Unit
www.realestate.com.au/sold/property-apartment-sa-adelaide-138396955,/sold/property-apartment-sa-adelaide-138396955,138396955,237000,205/281,North Terrace,Adelaide,SA,5000,10-Mar-22,1,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138553039,/sold/property-apartment-sa-adelaide-138553039,138553039,1170000,706/15,Vaughan Place,Adelaide,SA,5000,7-Mar-22,3,2,2,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-137211970,/sold/property-apartment-sa-adelaide-137211970,137211970,850000,1705/96,North Terrace,Adelaide,SA,5000,7-Mar-22,3,2,2,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138608555,/sold/property-apartment-sa-adelaide-138608555,138608555,550200,207/15,Frew Street,Adelaide,SA,5000,7-Mar-22,2,1,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138400019,/sold/property-apartment-sa-adelaide-138400019,138400019,515000,9-Jun,East Terrace,Adelaide,SA,5000,7-Mar-22,2,1,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-137442130,/sold/property-apartment-sa-adelaide-137442130,137442130,248500,205/10,Balfours Way,Adelaide,SA,5000,7-Mar-22,1,1,0,Apartment
www.realestate.com.au/sold/property-unit-sa-adelaide-138553927,/sold/property-unit-sa-adelaide-138553927,138553927,605000,3-Apr,Park Lane,Adelaide,SA,5000,6-Mar-22,3,3,1,Unit
www.realestate.com.au/sold/property-townhouse-sa-adelaide-138558483,/sold/property-townhouse-sa-adelaide-138558483,138558483,843000,2/366,South Terrace,Adelaide,SA,5000,5-Mar-22,2,1,1,Townhouse
www.realestate.com.au/sold/property-house-sa-adelaide-138536531,/sold/property-house-sa-adelaide-138536531,138536531,770000,29-Jan,Bartels Street,Adelaide,SA,5000,3-Mar-22,3,1,2,House
www.realestate.com.au/sold/property-apartment-sa-adelaide-138139942,/sold/property-apartment-sa-adelaide-138139942,138139942,415000,118/52,Sturt Street,Adelaide,SA,5000,2-Mar-22,2,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138140594,/sold/property-apartment-sa-adelaide-138140594,138140594,285000,G6/252,Flinders Street,Adelaide,SA,5000,1-Mar-22,1,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138624067,/sold/property-apartment-sa-adelaide-138624067,138624067,475000,202/5,Prince Court,Adelaide,SA,5000,28-Feb-22,2,2,1,Apartment
www.realestate.com.au/sold/property-unit-sa-adelaide-129392718,/sold/property-unit-sa-adelaide-129392718,129392718,378000,803/421,King William Street,Adelaide,SA,5000,28-Feb-22,1,1,1,Unit
www.realestate.com.au/sold/property-townhouse-sa-adelaide-138362915,/sold/property-townhouse-sa-adelaide-138362915,138362915,695000,Apr-63,Symonds Place,Adelaide,SA,5000,26-Feb-22,3,2,2,Townhouse
www.realestate.com.au/sold/property-apartment-sa-adelaide-137716494,/sold/property-apartment-sa-adelaide-137716494,137716494,3125000,801/143,Halifax Street (Hurtle Square),Adelaide,SA,5000,25-Feb-22,3,3,3,Apartment
www.realestate.com.au/sold/property-townhouse-sa-adelaide-137851898,/sold/property-townhouse-sa-adelaide-137851898,137851898,641000,112,Gray Street,Adelaide,SA,5000,25-Feb-22,3,2,1,Townhouse
www.realestate.com.au/sold/property-apartment-sa-adelaide-138542087,/sold/property-apartment-sa-adelaide-138542087,138542087,514000,36/9,Ebenezer Place,Adelaide,SA,5000,24-Feb-22,2,1,1,Apartment
www.realestate.com.au/sold/property-house-sa-adelaide-138533799,/sold/property-house-sa-adelaide-138533799,138533799,705000,24,Sturt Street,Adelaide,SA,5000,23-Feb-22,3,2,1,House
www.realestate.com.au/sold/property-apartment-sa-adelaide-138448427,/sold/property-apartment-sa-adelaide-138448427,138448427,387500,1308/102,Waymouth Street,Adelaide,SA,5000,21-Feb-22,1,1,1,Apartment
www.realestate.com.au/sold/property-unit-sa-adelaide-138489151,/sold/property-unit-sa-adelaide-138489151,138489151,222000,59/255,Hindley Street,Adelaide,SA,5000,21-Feb-22,1,1,1,Unit
www.realestate.com.au/sold/property-house-sa-adelaide-138382687,/sold/property-house-sa-adelaide-138382687,138382687,735501,38,Tucker Street,Adelaide,SA,5000,19-Feb-22,2,1,1,House
www.realestate.com.au/sold/property-apartment-sa-adelaide-135280942,/sold/property-apartment-sa-adelaide-135280942,135280942,700000,1601/10,Balfours Way,Adelaide,SA,5000,18-Feb-22,3,2,2,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138347347,/sold/property-apartment-sa-adelaide-138347347,138347347,510000,605/36,Hurtle square,Adelaide,SA,5000,18-Feb-22,2,1,1,Apartment
www.realestate.com.au/sold/property-townhouse-sa-adelaide-137242102,/sold/property-townhouse-sa-adelaide-137242102,137242102,672000,28/131,Gray Street,Adelaide,SA,5000,16-Feb-22,4,3,1,Townhouse
www.realestate.com.au/sold/property-apartment-sa-adelaide-137587306,/sold/property-apartment-sa-adelaide-137587306,137587306,628000,312/160,Grote Street,Adelaide,SA,5000,16-Feb-22,2,2,2,Apartment
www.realestate.com.au/sold/property-house-sa-adelaide-138279842,/sold/property-house-sa-adelaide-138279842,138279842,610400,6,Bubb Lane,Adelaide,SA,5000,16-Feb-22,2,1,2,House
www.realestate.com.au/sold/property-apartment-sa-adelaide-138328114,/sold/property-apartment-sa-adelaide-138328114,138328114,330000,127/65,King William Street,Adelaide,SA,5000,16-Feb-22,2,2,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138418343,/sold/property-apartment-sa-adelaide-138418343,138418343,254000,213/185,Morphett Street,Adelaide,SA,5000,15-Feb-22,1,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-137324266,/sold/property-apartment-sa-adelaide-137324266,137324266,725000,36/11,Charlick Circuit,Adelaide,SA,5000,14-Feb-22,1,2,1,Apartment
www.realestate.com.au/sold/property-house-sa-adelaide-138330686,/sold/property-house-sa-adelaide-138330686,138330686,785000,19,Ely Place,Adelaide,SA,5000,12-Feb-22,3,1,1,House
www.realestate.com.au/sold/property-apartment-sa-adelaide-138199134,/sold/property-apartment-sa-adelaide-138199134,138199134,377000,909/421,King William Street,Adelaide,SA,5000,11-Feb-22,1,1,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138416643,/sold/property-apartment-sa-adelaide-138416643,138416643,225000,703/185,Morphett Street,Adelaide,SA,5000,11-Feb-22,1,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-137992846,/sold/property-apartment-sa-adelaide-137992846,137992846,1050000,1702/248,Flinders Street,Adelaide,SA,5000,9-Feb-22,3,3,2,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138349079,/sold/property-apartment-sa-adelaide-138349079,138349079,422000,5/466,Pulteney Street,Adelaide,SA,5000,9-Feb-22,2,2,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-129970226,/sold/property-apartment-sa-adelaide-129970226,129970226,310000,1509/96,North Terrace,Adelaide,SA,5000,9-Feb-22,1,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-137711426,/sold/property-apartment-sa-adelaide-137711426,137711426,127000,16/259,Gouger Street,Adelaide,SA,5000,8-Feb-22,1,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138217502,/sold/property-apartment-sa-adelaide-138217502,138217502,675000,1101/180,Franklin Street,Adelaide,SA,5000,7-Feb-22,2,2,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138257370,/sold/property-apartment-sa-adelaide-138257370,138257370,309000,1707/160,Grote Street,Adelaide,SA,5000,5-Feb-22,1,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-137994646,/sold/property-apartment-sa-adelaide-137994646,137994646,2080000,502/272-276,Flinders Street,Adelaide,SA,5000,4-Feb-22,3,2,3,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138258830,/sold/property-apartment-sa-adelaide-138258830,138258830,517000,316/160,Grote Street,Adelaide,SA,5000,2-Feb-22,2,2,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138322338,/sold/property-apartment-sa-adelaide-138322338,138322338,465000,205/143,Halifax Street,Adelaide,SA,5000,2-Feb-22,2,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138140618,/sold/property-apartment-sa-adelaide-138140618,138140618,450000,101/268,Flinders Street,Adelaide,SA,5000,1-Feb-22,1,1,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-137606878,/sold/property-apartment-sa-adelaide-137606878,137606878,405000,105/39,Grenfell Street,Adelaide,SA,5000,1-Feb-22,2,2,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-137631162,/sold/property-apartment-sa-adelaide-137631162,137631162,478000,S1209/180,Franklin street,Adelaide,SA,5000,30-Jan-22,2,2,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-136765078,/sold/property-apartment-sa-adelaide-136765078,136765078,325000,302/250,Flinders Street,Adelaide,SA,5000,30-Jan-22,2,2,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138135414,/sold/property-apartment-sa-adelaide-138135414,138135414,405000,29-Dec,Moore Street,Adelaide,SA,5000,29-Jan-22,1,1,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-137928994,/sold/property-apartment-sa-adelaide-137928994,137928994,430000,28/31,Halifax Street,Adelaide,SA,5000,28-Jan-22,2,1,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-133316394,/sold/property-apartment-sa-adelaide-133316394,133316394,670000,1905/180,Franklin Street,Adelaide,SA,5000,25-Jan-22,3,2,1,Apartment
www.realestate.com.au/sold/property-townhouse-sa-adelaide-138217278,/sold/property-townhouse-sa-adelaide-138217278,138217278,590000,6/172,Wakefield Street,Adelaide,SA,5000,24-Jan-22,2,1,2,Townhouse
www.realestate.com.au/sold/property-apartment-sa-adelaide-137286526,/sold/property-apartment-sa-adelaide-137286526,137286526,390000,1503/421,King William Street,Adelaide,SA,5000,24-Jan-22,1,1,1,Apartment
www.realestate.com.au/sold/property-house-sa-adelaide-137733794,/sold/property-house-sa-adelaide-137733794,137733794,2110000,97,Sturt Street,Adelaide,SA,5000,23-Jan-22,3,2,2,House
www.realestate.com.au/sold/property-house-sa-adelaide-137910422,/sold/property-house-sa-adelaide-137910422,137910422,660000,22,Surflen Street,Adelaide,SA,5000,23-Jan-22,2,1,0,House
www.realestate.com.au/sold/property-apartment-sa-adelaide-137859522,/sold/property-apartment-sa-adelaide-137859522,137859522,262500,219/61,Hindmarsh Square,Adelaide,SA,5000,22-Jan-22,2,1,0,Apartment
www.realestate.com.au/sold/property-unit-sa-adelaide-138185790,/sold/property-unit-sa-adelaide-138185790,138185790,249000,709/102-105,North Terrace,Adelaide,SA,5000,22-Jan-22,1,1,0,Unit
www.realestate.com.au/sold/property-townhouse-sa-adelaide-137890290,/sold/property-townhouse-sa-adelaide-137890290,137890290,520000,12-Mar,Chatham Street,Adelaide,SA,5000,21-Jan-22,4,1,1,Townhouse
www.realestate.com.au/sold/property-apartment-sa-adelaide-136538994,/sold/property-apartment-sa-adelaide-136538994,136538994,170000,314/61,Hindmarsh Square,Adelaide,SA,5000,21-Jan-22,1,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138025218,/sold/property-apartment-sa-adelaide-138025218,138025218,575000,11-Jul,Daly Street,Adelaide,SA,5000,20-Jan-22,2,2,1,Apartment
www.realestate.com.au/sold/property-townhouse-sa-adelaide-138200162,/sold/property-townhouse-sa-adelaide-138200162,138200162,760000,13,Spence Place,Adelaide,SA,5000,19-Jan-22,2,2,2,Townhouse
www.realestate.com.au/sold/property-apartment-sa-adelaide-136272850,/sold/property-apartment-sa-adelaide-136272850,136272850,277500,508/271-281,Gouger Street,Adelaide,SA,5000,19-Jan-22,1,1,0,Apartment
www.realestate.com.au/sold/property-house-sa-adelaide-137201038,/sold/property-house-sa-adelaide-137201038,137201038,2350000,30-May,Halifax Street,Adelaide,SA,5000,18-Jan-22,4,4,3,House
www.realestate.com.au/sold/property-apartment-sa-adelaide-136963674,/sold/property-apartment-sa-adelaide-136963674,136963674,350000,409,/ 9 Paxtons Walk,Adelaide,SA,5000,17-Jan-22,2,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-137734234,/sold/property-apartment-sa-adelaide-137734234,137734234,845000,21-Apr,Russell Street,Adelaide,SA,5000,14-Jan-22,3,2,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-135834350,/sold/property-apartment-sa-adelaide-135834350,135834350,115000,514/304,Waymouth Street,Adelaide,SA,5000,14-Jan-22,1,1,0,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138017270,/sold/property-apartment-sa-adelaide-138017270,138017270,525000,312/50,Sturt Street,Adelaide,SA,5000,13-Jan-22,2,1,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138078870,/sold/property-apartment-sa-adelaide-138078870,138078870,395000,18/29,St Helena Place,Adelaide,SA,5000,13-Jan-22,2,1,1,Apartment
www.realestate.com.au/sold/property-apartment-sa-adelaide-138140602,/sold/property-apartment-sa-adelaide-138140602,138140602,300000,103/268,Flinders Street,Adelaide,SA,5000,11-Jan-22,1,1,0,Apartment
www.realestate.com.au/sold/property-townhouse-sa-adelaide-138167806,/sold/property-townhouse-sa-adelaide-138167806,138167806,729000,2/112,Gilbert Street,Adelaide,SA,5000,5-Jan-22,3,3,1,Townhouse
www.realestate.com.au/sold/property-unit-sa-adelaide-137364722,/sold/property-unit-sa-adelaide-137364722,137364722,235000,1005/23,King William Street,Adelaide,SA,5000,4-Jan-22,3,1,0,Unit
